user_id,review,stars,date_format,time_of_day,hour_of_day,day_of_week,review_format,review_lang,month_year,review_len,review_nb_words,sentiment,topic_dominant,model_prediction,model_score
3bba3baf3485b950006d9ce902c979f4,"Presque toute la partie gauche de Disney ne marchait pas <br/> Indiana Jones<br/> Big thunder Mountain <br/> Pirate of the caraibbean ( en panne un bon moment)  <br/> Pocahontas.... <span class=""""""""text_exposed_hide"""""""">...</span><span class=""""""""text_exposed_show""""""""><br/> Alors oui bien sûr je peut toujours me balader dans les arbres ou des les grottes seulement j'ai 25ans et ne viens pas à Disney pour ça <br/> Tant pis changeons de côté...  <br/> Eh bien non star tour est fermé... <br/> Rock'n'roller en panne décidément.... <br/> De plus, 30 min d'attente pour acheter un coca dans un stand ou je répète 3 fois bonjour à la dame pour qu'elle daigne me répondre <br/> Des airs fumeurs que je n'ai honnêtement jamais trouvé <br/> J'ai l'impression que finalement Disney n'a pas envie de voir de jeunes adulte dans son parc... <br/> Si j'avais eu 6 ans je me serai bien amusé mais ce n'est plus le cas et je regrette d'avoir pris un passeport annuel</span>",1,2016-09-19 16:02:00,16:02,16,Lun,presque toute la partie gauche de disney ne marchait pas  indiana jones big thunder mountain  pirate of the caraibbean   en panne un bon moment   pocahontas         alors oui bien sûr je peut toujours me balader dans les arbres ou des les grottes seulement j ai ans et ne viens pas à disney pour ça  tant pis changeons de côté     eh bien non star tour est fermé     rock n roller en panne décidément      de plus   min d attente pour acheter un coca dans un stand ou je répète  fois bonjour à la dame pour qu elle daigne me répondre  des airs fumeurs que je n ai honnêtement jamais trouvé  j ai l impression que finalement disney n a pas envie de voir de jeunes adulte dans son parc     si j avais eu  ans je me serai bien amusé mais ce n est plus le cas et je regrette d avoir pris un passeport annuel,french,2016-09,803,152,négatif,4,5 stars,0.6521595120429993
be53e9835ba948dc586d2d5649a8463b,"On retrouve bien la magie de Noël, mais tout est en anglais. Quel dommage pour un établissement qui se situe sur la capitale française. Je comprends qu'on puisse faire des traductions mais qu'il y ait plus d'anglais que de français c'est pas possible ! <br/> Dommage également pour les queues interminables dans les attractions, pour les problèmes techniques, et pour les prix exorbitants.",5,2016-12-24 15:36:00,15:36,15,Sam,on retrouve bien la magie de noël  mais tout est en anglais  quel dommage pour un établissement qui se situe sur la capitale française  je comprends qu on puisse faire des traductions mais qu il y ait plus d anglais que de français c est pas possible    dommage également pour les queues interminables dans les attractions  pour les problèmes techniques  et pour les prix exorbitants ,french,2016-12,384,65,positif,0,5 stars,0.7687166333198547
4abb692d0bffee19ae52918a3ac14ff8,"Sejour Magique , hotel New York nikel , la champre tres propre , tres bonne literie , le personnel adorable ",5,2016-11-15 09:03:00,09:03,9,Mar,sejour magique   hotel new york nikel   la champre tres propre   tres bonne literie   le personnel adorable,french,2016-11,107,16,positif,2,5 stars,0.644340455532074
285df6c08e05e446a4837e83bf85ff37,"Magique autant pour les enfants que pour les adultes , excellente séjour ravie !!! Mes enfants on adore!",5,2014-08-20 13:50:00,13:50,13,Mer,magique autant pour les enfants que pour les adultes   excellente séjour ravie     mes enfants on adore ,french,2014-08,104,16,positif,3,5 stars,0.7811458110809326
d1ac579e12d2fd7013b80a76a136e658,Superbe journèe..nous sommes.tres bien amusès au pays de la.magie���������,5,2017-07-20 22:43:00,22:43,22,Jeu,superbe journèe  nous sommes tres bien amusès au pays de la magie         ,french,2017-07,74,12,positif,3,5 stars,0.674246072769165
e5b6456cbb0bed8065fc99dea9e1e1c3,"Bonsoir a tous !!!!!! Nous sommes sur le retour après y avoir séjourné le 18 et 19 a l'hôtel cheyenne !!!!! Alors notre avis , hôtel qui a bien besoin d'un rafraîchissement a notre arrivé dans la chambre une température De 18 degrés !!!!! Un peu moyen vu la température extérieure les couloirs pas très net . beaucoup d attractions fermés",3,2017-01-19 22:06:00,22:06,22,Jeu,bonsoir a tous        nous sommes sur le retour après y avoir séjourné le  et  a l hôtel cheyenne       alors notre avis   hôtel qui a bien besoin d un rafraîchissement a notre arrivé dans la chambre une température de  degrés       un peu moyen vu la température extérieure les couloirs pas très net   beaucoup d attractions fermés,french,2017-01,332,55,négatif,4,5 stars,0.47865211963653564
9b379e64af8cab6309c8a1b84913d18b,Ce parc est magnifique mais les temps d'attente aux attractions ainsi que celles qui sont fermées pour travaux peuvent quand même être un frein lorsqu'on vient avec de jeunes enfants...,4,2016-12-13 11:37:00,11:37,11,Mar,ce parc est magnifique mais les temps d attente aux attractions ainsi que celles qui sont fermées pour travaux peuvent quand même être un frein lorsqu on vient avec de jeunes enfants   ,french,2016-12,185,32,négatif,4,3 stars,0.3110295534133911
ffb5b15abe0be399cbe69bf930cd6a38,"Nous rentrons d'un superbe week end de 3 jours à disneyland paris nos filles rentrent des étoile plein les yeux...<br/> Le parc est beau bien décoré à l'occasion d'halloween,  la parade est juste magique...<br/> Seul petit hic le temps d'attente aux attractions ( du coup Avec 2 petites c'est un peu long. ..<br/> Mais sinon pas déçue du voyage. ..",5,2016-10-17 22:29:00,22:29,22,Lun,nous rentrons d un superbe week end de  jours à disneyland paris nos filles rentrent des étoile plein les yeux    le parc est beau bien décoré à l occasion d halloween  la parade est juste magique    seul petit hic le temps d attente aux attractions   du coup avec  petites c est un peu long     mais sinon pas déçue du voyage    ,french,2016-10,330,60,positif,0,5 stars,0.6555914878845215
a7a848a45babe967be9f9d9830441df3,"Super sejour que nous venons de passer, revenu avec plein d'etoiles dans les yeux, deux jours qui passent tres vite et dommage qu'il y est du temps a attendre pour les attractions <span class=""""""""_47e3 _5mfr"""""""" title=""""""""émoticône wink""""""""><img alt="""""""""""""""" class=""""""""img"""""""" height=""""""""16"""""""" role=""""""""presentation"""""""" src=""""""""https://static.xx.fbcdn.net/images/emoji.php/v9/ff6/2/16/1f609.png"""""""" width=""""""""16""""""""/><span aria-hidden=""""""""true"""""""" class=""""""""_7oe"""""""">;)</span></span> sinon a refaire tres vite",5,2015-08-18 18:05:00,18:05,18,Mar,super sejour que nous venons de passer  revenu avec plein d etoiles dans les yeux  deux jours qui passent tres vite et dommage qu il y est du temps a attendre pour les attractions    sinon a refaire tres vite,french,2015-08,208,39,positif,0,5 stars,0.6675644516944885
aa69c9eee1a7310911029de94ca2a7f6,Le seul problème le prix des billets d'entrée,4,2017-02-04 10:40:00,10:40,10,Sam,le seul problème le prix des billets d entrée,french,2017-02,45,9,positif,4,4 stars,0.5025779604911804
e8ea08634ded03ab66044bd0ce51aeed,"Encore un séjour au top des étoiles pleins les yeux, de nouveaux personnages que mes filles n avaient pas vu � <br/> Vivement l année prochaine pour les 25 ans et voir toutes les attractions ouvertes �",3,2016-11-19 23:27:00,23:27,23,Sam,encore un séjour au top des étoiles pleins les yeux  de nouveaux personnages que mes filles n avaient pas vu    vivement l année prochaine pour les  ans et voir toutes les attractions ouvertes  ,french,2016-11,194,33,positif,0,2 stars,0.5841606855392456
999e1172e4a66b859f1d33f6963a5831,"1 journée, 2parcs, près de 17km parcourus dans les parcs, sur une journée de 13h, nous avons attendu 10h30 min, nous n'avons profité seulement de 4 attractions pendant 15min et 1h15min a manger en comptant le déjeuner et le dîner.",5,2017-09-24 15:05:00,15:05,15,Dim, journée  parcs  près de km parcourus dans les parcs  sur une journée de h  nous avons attendu h min  nous n avons profité seulement de  attractions pendant min et hmin a manger en comptant le déjeuner et le dîner ,french,2017-09,214,39,négatif,2,5 stars,0.745927095413208
ad309a60869d940407d876f2865b15e7,Excellent parc pour des bons moments en famille. Dommage que depuis le 25e anniversaire les simples clients soient désavantagés. ce système d'avantages VIP pour des sommes extravagantes créée des inégalités dans un univers où il ne devrait pas y en avoir !,1,2017-09-18 13:48:00,13:48,13,Lun,excellent parc pour des bons moments en famille  dommage que depuis le e anniversaire les simples clients soient désavantagés  ce système d avantages vip pour des sommes extravagantes créée des inégalités dans un univers où il ne devrait pas y en avoir  ,french,2017-09,254,42,positif,2,2 stars,0.29871702194213867
9d328c2897eec9c9a09e3edc8307ed4d,Que du rêve.Les enfants sont aux anges,4,2016-12-23 23:25:00,23:25,23,Ven,que du rêve les enfants sont aux anges,french,2016-12,38,8,positif,3,3 stars,0.4824380576610565
9e02a1b02a6afb237681225babc439a3,Je vais retourner bientôt �����,4,2017-01-09 10:36:00,10:36,10,Lun,je vais retourner bientôt      ,french,2017-01,31,4,positif,3,4 stars,0.4815163016319275
12a596edc745c69151b62278a9ded51c,"Si je dois résumer mes 3 jours chez Disneyland Paris ? Moitié content, moitié déçu ! À faire au moins une fois mais sans plus... J'ai cherché après la fameuse magie de Mickey mais je crains de ne pas l'avoir trouvé ! Énorme respect tout de même à l'ensemble du personnel (attraction, spectacle, cascadeur, sécurité, etc...). Certains sont sympas, d'autres beaucoup moins ! Comme partout. Une pensée aux différents chauffeurs de bus qui font le trajet hôtels &lt;-&gt; parcs et ce x fois<span class=""""""""text_exposed_hide"""""""">...</span><span class=""""""""text_exposed_show""""""""> par jour/semaine/mois/année ! Pour ma part, étant à l'hôtel Cheyenne, je remercie ce chauffeur qui a fait preuve de calme et professionnalisme suite a un petit incident qui a eu lieu il y a de ça maintenant 2 jours (25/12). J'aurai bien aimé connaître son prénom. Je remercie également la charmante demoiselle qui nous a servi, hier dans l'après-midi au restaurant """"""""Lucky Nugget"""""""", avec qui j'aurai bien aimé faire plus ample connaissance. <span class=""""""""_47e3 _5mfr"""""""" title=""""""""émoticône smile""""""""><img alt="""""""""""""""" class=""""""""img"""""""" height=""""""""16"""""""" role=""""""""presentation"""""""" src=""""""""https://static.xx.fbcdn.net/images/emoji.php/v9/feb/2/16/1f642.png"""""""" width=""""""""16""""""""/><span aria-hidden=""""""""true"""""""" class=""""""""_7oe"""""""">:)</span></span> </span>",5,2016-12-27 13:32:00,13:32,13,Mar,si je dois résumer mes  jours chez disneyland paris   moitié content  moitié déçu   à faire au moins une fois mais sans plus    j ai cherché après la fameuse magie de mickey mais je crains de ne pas l avoir trouvé   énorme respect tout de même à l ensemble du personnel  attraction  spectacle  cascadeur  sécurité  etc      certains sont sympas  d autres beaucoup moins   comme partout  une pensée aux différents chauffeurs de bus qui font le trajet hôtels  lt   gt  parcs et ce x fois    par jour semaine mois année   pour ma part  étant à l hôtel cheyenne  je remercie ce chauffeur qui a fait preuve de calme et professionnalisme suite a un petit incident qui a eu lieu il y a de ça maintenant  jours      j aurai bien aimé connaître son prénom  je remercie également la charmante demoiselle qui nous a servi  hier dans l après midi au restaurant     lucky nugget      avec qui j aurai bien aimé faire plus ample connaissance     ,french,2016-12,932,160,négatif,4,5 stars,0.8339062929153442
463b333a35248fec45dc9e3b875f27bd,Le rêve,5,2013-02-07 20:38:00,20:38,20,Jeu,le rêve,french,2013-02,7,2,positif,3,5 stars,0.5231619477272034
70a6c5242ad3b73d72601304c92ce429,Un endroit magique ou l'on redevient vite enfant à peine les portes du parc  passaient,5,2014-10-18 23:54:00,23:54,23,Sam,un endroit magique ou l on redevient vite enfant à peine les portes du parc passaient,french,2014-10,85,16,positif,2,5 stars,0.7339581251144409
1f6e3848ea67741d696b641f69f2aaa2,"Lors de notre visite des 2 parcs le 3/01/2017 nous avons été déçu car certaines attractions était fermé alors qu' elles ne devait pas l être et apres 2h d attente dans le froid a ratatouille manège en  panne attraction fermé , même chose au train des mines 45min d attente pour s entendre dire sait en panne attraction fermé. Donc franchement déçu.",5,2017-01-05 21:55:00,21:55,21,Jeu,lors de notre visite des  parcs le    nous avons été déçu car certaines attractions était fermé alors qu  elles ne devait pas l être et apres h d attente dans le froid a ratatouille manège en panne attraction fermé   même chose au train des mines min d attente pour s entendre dire sait en panne attraction fermé  donc franchement déçu ,french,2017-01,336,60,négatif,0,3 stars,0.46925753355026245
5dad81883918238bc22a2cebbf4b0d75,"Toujours un plaisir d'y venir depuis presque 10 ans, et toujours logé à l'explorer hôtel !!!!!",5,2016-07-26 18:24:00,18:24,18,Mar,toujours un plaisir d y venir depuis presque  ans  et toujours logé à l explorer hôtel      ,french,2016-07,92,16,positif,4,4 stars,0.33321017026901245
18ec121111eb8cb8fec0ca395b886f47,Toujours aussi magique 2 jours magnifiques vivement qu'on puisse revenir,4,2016-11-12 20:13:00,20:13,20,Sam,toujours aussi magique  jours magnifiques vivement qu on puisse revenir,french,2016-11,71,10,positif,0,5 stars,0.769085168838501
5bbef31e9385a1cc1c7122e5d7ac1f60,"Que de plus que se parc et super mega géant,magique j'étais là bas hier et on c'est vraiment régalé...........bravo à tous ces h artistes et joyeuse fête à vous tous",3,2014-12-01 21:21:00,21:21,21,Lun,que de plus que se parc et super mega géant magique j étais là bas hier et on c est vraiment régalé           bravo à tous ces h artistes et joyeuse fête à vous tous,french,2014-12,165,34,positif,4,2 stars,0.491897314786911
b2063d618d74c601dd3eebce97304251,Tout Tres charmant sauf les deux jours de carence soit disant écrit sûrement en petite lettre sur les conditions du pass anual discovery et qui te gâchent complètement tes vacances.. �,4,2017-09-05 19:56:00,19:56,19,Mar,tout tres charmant sauf les deux jours de carence soit disant écrit sûrement en petite lettre sur les conditions du pass anual discovery et qui te gâchent complètement tes vacances    ,french,2017-09,184,30,négatif,3,3 stars,0.4877913296222687
6e760648875aabac6c3ae87d4391ee71,Plus de 2 fois a vrai dire et a chaque fois émerveillés ...,2,2013-12-16 19:46:00,19:46,19,Lun,plus de  fois a vrai dire et a chaque fois émerveillés    ,french,2013-12,58,11,positif,3,1 star,0.5045158863067627
644c4932daad36beb7aa741b8c5f6508,"Trop fan <span class=""""""""_47e3 _5mfr"""""""" title=""""""""émoticône smile""""""""><img alt="""""""""""""""" class=""""""""img"""""""" height=""""""""24"""""""" role=""""""""presentation"""""""" src=""""""""https://static.xx.fbcdn.net/images/emoji.php/v9/fc8/2/24/1f642.png"""""""" width=""""""""24""""""""/><span aria-hidden=""""""""true"""""""" class=""""""""_7oe"""""""">:)</span></span> attention Mickey le 14 novembre je débarque !! <span class=""""""""_47e3 _5mfr"""""""" title=""""""""émoticône wink""""""""><img alt="""""""""""""""" class=""""""""img"""""""" height=""""""""24"""""""" role=""""""""presentation"""""""" src=""""""""https://static.xx.fbcdn.net/images/emoji.php/v9/fd3/2/24/1f609.png"""""""" width=""""""""24""""""""/><span aria-hidden=""""""""true"""""""" class=""""""""_7oe"""""""">;)</span></span>",5,2015-11-02 10:01:00,10:01,10,Lun,trop fan    attention mickey le  novembre je débarque      ,french,2015-11,59,8,positif,1,4 stars,0.3735933005809784
d61e66932403b33f8301ba414aec1cff,"Magnifique parc. Pleins d'emotions, bravo et merci à tout ceux qui y contribue. <span class=""""""""_5mfr _47e3""""""""><img alt="""""""""""""""" class=""""""""img"""""""" height=""""""""16"""""""" role=""""""""presentation"""""""" src=""""""""https://static.xx.fbcdn.net/images/emoji.php/v9/fa1/2/16/1f60d.png"""""""" width=""""""""16""""""""/><span class=""""""""_7oe"""""""">😍</span></span><span class=""""""""_5mfr _47e3""""""""><img alt="""""""""""""""" class=""""""""img"""""""" height=""""""""16"""""""" role=""""""""presentation"""""""" src=""""""""https://static.xx.fbcdn.net/images/emoji.php/v9/fa1/2/16/1f60d.png"""""""" width=""""""""16""""""""/><span class=""""""""_7oe"""""""">😍</span></span><br/> Sans doute le plus beau parc du monde entier! <span class=""""""""_5mfr _47e3""""""""><img alt="""""""""""""""" class=""""""""img"""""""" height=""""""""16"""""""" role=""""""""presentation"""""""" src=""""""""https://static.xx.fbcdn.net/images/emoji.php/v9/f96/2/16/1f44c_1f3fc.png"""""""" width=""""""""16""""""""/><span class=""""""""_7oe"""""""">👌🏼</span></span>",1,2017-09-17 20:36:00,20:36,20,Dim,magnifique parc  pleins d emotions  bravo et merci à tout ceux qui y contribue     sans doute le plus beau parc du monde entier   🏼,french,2017-09,131,23,positif,2,2 stars,0.546873927116394
c5d2a49e2465b815f0b0791f22ee60ec,Ce qui était dommage a 8h pas mal d attraction fermée a part cela génial la féerie de disney �,5,2017-01-08 15:55:00,15:55,15,Dim,ce qui était dommage a h pas mal d attraction fermée a part cela génial la féerie de disney  ,french,2017-01,93,19,négatif,0,5 stars,0.5110454559326172
a318dfe6d47a0c6b94b1cc287b8672a6,"Bonjour, j ai le pass fantaisy depuis plusieurs années  (environs 5 ans) , je passe de très bonnes journées mais c'est temps si moins car entre des problèmes techniques et pleins d attractions fermées , c'est inadmissible vu le prix qu on paye . Qu il y a des rénovations je le consois mais dans ce cas là  une attraction à la fois ou une réduction de tarif. <br/> Sinon je félicite tout le travail que fourni le personnel de Disney ainsi que leur amabilité!!!",5,2016-10-10 14:32:00,14:32,14,Lun,bonjour  j ai le pass fantaisy depuis plusieurs années  environs  ans    je passe de très bonnes journées mais c est temps si moins car entre des problèmes techniques et pleins d attractions fermées   c est inadmissible vu le prix qu on paye   qu il y a des rénovations je le consois mais dans ce cas là une attraction à la fois ou une réduction de tarif   sinon je félicite tout le travail que fourni le personnel de disney ainsi que leur amabilité   ,french,2016-10,452,82,négatif,4,5 stars,0.797163188457489
c229077252af501f628a3eda4882097e,"J'ai passé la journée du 30.10 a Disney. Grace a mon pass Dream, j'ai pu profiter de quelques avantages. Disney reste magique, les cast members sont toujours agréables et serviables. Et les méchants exceptionnellement méchants <span class=""""""""_47e3 _5mfr"""""""" title=""""""""émoticône tongue""""""""><img alt="""""""""""""""" class=""""""""img"""""""" height=""""""""16"""""""" role=""""""""presentation"""""""" src=""""""""https://static.xx.fbcdn.net/images/emoji.php/v9/f3e/2/16/1f61b.png"""""""" width=""""""""16""""""""/><span aria-hidden=""""""""true"""""""" class=""""""""_7oe"""""""">:p</span></span>",5,2016-10-31 09:54:00,09:54,9,Lun,j ai passé la journée du   a disney  grace a mon pass dream  j ai pu profiter de quelques avantages  disney reste magique  les cast members sont toujours agréables et serviables  et les méchants exceptionnellement méchants  p,french,2016-10,225,37,positif,2,3 stars,0.45078909397125244
85d81e7db25085608ec7434ccc0d93e2,Bo jour je suis en train de lire  vos derniers  commentaires concernant l attente  au attraction  plis de 10 mille personnes se presente  chaque jours au parc si vous décider d y aller le jour d'une courses  ou étais présent plus de 7000 coureurs  normal qu il y est du monde,5,2017-09-27 06:12:00,06:12,6,Mer,bo jour je suis en train de lire vos derniers commentaires concernant l attente au attraction plis de  mille personnes se presente chaque jours au parc si vous décider d y aller le jour d une courses ou étais présent plus de  coureurs normal qu il y est du monde,french,2017-09,262,50,positif,2,5 stars,0.7568005919456482
7b3b4f0f1db067189ff66804e2ebe1c8,Super séjour hâte d'y retourner,5,2016-12-22 12:23:00,12:23,12,Jeu,super séjour hâte d y retourner,french,2016-12,31,6,positif,3,5 stars,0.749301016330719
f7ce2c14f2aadddb462e0ca23068113c,Journer Tre bien mon fils à adorer Tre bien,5,2016-10-23 11:26:00,11:26,11,Dim,journer tre bien mon fils à adorer tre bien,french,2016-10,43,9,positif,4,5 stars,0.4128633439540863
44177961572ab658723e4d71c4b1b8b0,Bonjour. Nous allons à disney tous les ans avec ma fille. Je souhaiterai savoir à partir de quand nous pourrons reserver notre futur sejour prevu du 24 au 26 avril 2017.cordialement,3,2016-12-04 13:23:00,13:23,13,Dim,bonjour  nous allons à disney tous les ans avec ma fille  je souhaiterai savoir à partir de quand nous pourrons reserver notre futur sejour prevu du  au  avril  cordialement,french,2016-12,173,29,positif,1,1 star,0.5423018336296082
46d6b5c3d8e5f68e33a04e5ea8fff180,"Spectacle nocturne sublime, parade de folie �� et toujours cette ambiance enfantine que j'adore. Continuez à nous faire réver. Hate de revenir voir Mickey et tous ses amis ��",5,2017-04-26 12:09:00,12:09,12,Mer,spectacle nocturne sublime  parade de folie    et toujours cette ambiance enfantine que j adore  continuez à nous faire réver  hate de revenir voir mickey et tous ses amis   ,french,2017-04,174,28,positif,4,4 stars,0.7746261358261108
3cacf8c2b6b84a43a76dee116269e7de,Disneyland Paris reste un beau parc avec de belles choses cependant il y a tellement de monde que les enfants n'en profitent pas vraiment... Pourtant à la base c'est un parc de rêve principalement pour les enfants rêver éveillés et bien entendu également un peu pour les grands...,5,2017-02-05 18:34:00,18:34,18,Dim,disneyland paris reste un beau parc avec de belles choses cependant il y a tellement de monde que les enfants n en profitent pas vraiment    pourtant à la base c est un parc de rêve principalement pour les enfants rêver éveillés et bien entendu également un peu pour les grands   ,french,2017-02,280,50,négatif,0,5 stars,0.688342809677124
3f83e4ff6fc17de7c85a84f5fd5689ff,Magnifique gigantesque féerique pleins d étincelles dans les yeux que dire de plus,5,2017-07-11 22:55:00,22:55,22,Mar,magnifique gigantesque féerique pleins d étincelles dans les yeux que dire de plus,french,2017-07,82,13,positif,0,2 stars,0.3721581697463989
5a2d150cb238494fccd462205fe25a63,de maaaaaaaaaaaaaaaaax,2,2013-02-02 17:11:00,17:11,17,Sam,de maaaaaaaaaaaaaaaaax,french,2013-02,22,2,positif,0,3 stars,0.4189290702342987
e1a7797f121afae47ea644cefadbae4b,Parc toujours au top mais les prix niveaux restauration sont trop haut pour du fast food ou on a mal au ventre au bout de 2 repas.<br/> Beaucoup de monde très très froid mais on fait avec .<br/> Séjour quand meme inoubliable,5,2016-12-30 20:59:00,20:59,20,Ven,parc toujours au top mais les prix niveaux restauration sont trop haut pour du fast food ou on a mal au ventre au bout de  repas  beaucoup de monde très très froid mais on fait avec   séjour quand meme inoubliable,french,2016-12,213,40,positif,4,5 stars,0.7778978943824768
38d85a8990794a0340ed911aba9aed82,1ère découverte de cet endroit et revenu avec un émerveillement inexplicable.<br/> A refaire bientôt,4,2016-11-25 14:06:00,14:06,14,Ven,ère découverte de cet endroit et revenu avec un émerveillement inexplicable  a refaire bientôt,french,2016-11,94,14,positif,3,4 stars,0.4355083703994751
d0f79326e1ecf0dff27c84b200d8d669,J adore ce parc c est juste magnifique et on s amuse super bien met un peu dessus de pas voir les peluches le jour de son anniversaire moi qui voulais les voir !! Mets sinn rien  dire sur le parc,5,2016-02-01 08:09:00,08:09,8,Lun,j adore ce parc c est juste magnifique et on s amuse super bien met un peu dessus de pas voir les peluches le jour de son anniversaire moi qui voulais les voir    mets sinn rien dire sur le parc,french,2016-02,194,40,positif,0,5 stars,0.5636048913002014
f9ec0962143e8dda3e0d96f6f66101e4,Les rêves devient réalité pour les grands et les petits,4,2013-07-23 16:26:00,16:26,16,Mar,les rêves devient réalité pour les grands et les petits,french,2013-07,55,10,positif,3,4 stars,0.566556990146637
bbca8d10cbd85e6d9b6d339606522bcf,"Les amusement sont bien la queu pour les attractions sont répétitif mais désolé je vous met 2 étoile parce que je voulais voir le spectacle reine des neiges cet été et on m'a jugé """"""""trop vieille"""""""" pour le voir. Bande d'enfoiré <span class=""""""""_47e3 _5mfr"""""""" title=""""""""émoticône grumpy""""""""><img alt="""""""""""""""" class=""""""""img"""""""" height=""""""""16"""""""" role=""""""""presentation"""""""" src=""""""""https://static.xx.fbcdn.net/images/emoji.php/v9/fab/2/16/1f620.png"""""""" width=""""""""16""""""""/><span aria-hidden=""""""""true"""""""" class=""""""""_7oe"""""""">&gt;:(</span></span>",1,2015-10-23 16:34:00,16:34,16,Ven,les amusement sont bien la queu pour les attractions sont répétitif mais désolé je vous met  étoile parce que je voulais voir le spectacle reine des neiges cet été et on m a jugé     trop vieille     pour le voir  bande d enfoiré  gt   ,french,2015-10,236,43,négatif,0,2 stars,0.44418299198150635
